what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352645528278
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352645530089
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352645532533
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352645534416
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352645534979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352645555505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352645560778
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352645562071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352645563288
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352645626613
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352645627444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352645921018
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352645960310
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646006145
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352646031147
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646031662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646062894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646064146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646069842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646070633
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646083470
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646083803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646087751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646088275
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646099168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646099972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646101497
activated,view,es.upv.dsic.issi.moment.mdt.maudesimpleGUI,2.0.6,"es.upv.dsic.issi.moment.maudesimpleGUI.ui.toconsole.MaudeConsoleView",1352646101520
activated,editor,es.upv.dsic.issi.moment.mdt.maudesimpleGUI,2.0.6,"es.upv.dsic.issi.moment.maudesimpleGUI.ui.editors.MaudeEditor",1352646102782
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352646160594
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646161136
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646164353
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352646176263
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646176679
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646177965
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646178319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646236262
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646245118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646270662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646280020
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646297113
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646298541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646304428
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352646312780
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352646327717
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352646337758
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1352646356416
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1352646356973
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1352646373432
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352646375435
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352646375890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646376486
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646381363
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646382521
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646720584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646732180
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646817638
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646852555
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646855636
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352646876429
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646878340
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646886516
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352646901531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352646946242
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352646968139
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646970158
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352646980095
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1352646983755
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1352647027558
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1352647037311
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1352647038048
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352647039322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647040115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647098195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647101169
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647180956
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352647207158
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647208732
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647238041
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352647261732
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1352647279267
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352647292817
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352647306736
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352647327432
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352647339448
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1352647352080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647355597
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647398260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647400162
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647421568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647422063
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647437159
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647437742
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647439383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647443373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647502477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647521672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647543494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352647553489
