what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"win32",1352474553386
arch,sysinfo,,,"x86_64",1352474553386
ws,sysinfo,,,"win32",1352474553386
locale,sysinfo,,,"cs_CZ",1352474553386
processors,sysinfo,,,"4",1352474553386
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1352474553386
java.runtime.version,sysinfo,,,"1.7.0_07-b11",1352474553386
java.specification.name,sysinfo,,,"Java Platform API Specification",1352474553386
java.specification.vendor,sysinfo,,,"Oracle Corporation",1352474553386
java.specification.version,sysinfo,,,"1.7",1352474553386
java.vendor,sysinfo,,,"Oracle Corporation",1352474553386
java.version,sysinfo,,,"1.7.0_07",1352474553386
java.vm.info,sysinfo,,,"mixed mode",1352474553386
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1352474553386
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1352474553386
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1352474553386
java.vm.specification.version,sysinfo,,,"1.7",1352474553386
java.vm.vendor,sysinfo,,,"Oracle Corporation",1352474553386
java.vm.version,sysinfo,,,"23.3-b01",1352474553386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352474620935
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352474624849
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352474624965
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1352474625128
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1352474625135
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1352474625358
stopped,bundle,org.eclipse.emf.eef.codegen.ecore,1.0.2.v20120216-1513,"org.eclipse.emf.eef.codegen.ecore",1352474625359
stopped,bundle,org.eclipse.emf.eef.codegen,1.0.2.v20120216-1513,"org.eclipse.emf.eef.codegen",1352474625360
stopped,bundle,org.eclipse.mylyn.pde.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.pde.ui",1352474625361
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1352474625363
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20111213-1754,"org.eclipse.pde.ds.ui",1352474625364
stopped,bundle,org.eclipse.pde.runtime,3.4.201.v20110928-1516,"org.eclipse.pde.runtime",1352474625366
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1352474625367
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110928-1516,"org.eclipse.pde.ui.templates",1352474625369
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1352474625369
stopped,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1352474625371
stopped,bundle,org.eclipse.ant.launching,1.0.101.v20120110-1739,"org.eclipse.ant.launching",1352474625372
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1352474625373
stopped,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1352474625373
stopped,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1352474625373
stopped,bundle,org.eclipse.emf.compare.ui,1.2.2.v20120214-0915,"org.eclipse.emf.compare.ui",1352474625374
